label,c0,c1,c2,c3,c4,c5
679,酈,鄢,駰,駰,騒,曬
680,正,正,匸,也,込,乚
681,頎,頏,頑,頑,頍,頭
682,痟,痟,穧,肙,肙,濟
683,騅,稚,錐,䧺,錐,雅
684,恨,恨,垠,恨,㙊,梖
685,曽,普,畬,畜,密,密
686,侃,世,仮,板,梹,扳
687,箸,篚,第,筒,第,筐
688,構,搆,構,講,搆,𣜜
689,虀,藍,藎,薹,薼,藘
690,瘘,痠,㿉,瘘,瘦,傻
691,麸,麸,鑫,麩,麩,鞋
692,鳫,篪,鴈,罵,﨟,萹
693,幻,勻,勿,匂,勾,句
694,幤,諮,㔟,勢,幤,帮
695,畛,玲,玲,坅,堵,跈
696,莱,芓,茅,莘,荣,萃
697,亊,斈,杳,帝,亨,杳
698,鞣,鞣,凞,夥,煢,煢
699,篗,簠,箋,簠,簷,篭
700,黼,醅,黠,燄,黠,戳
701,齕,飈,飇,鼬,齣,颫
702,嫌,謙,鑱,鑱,讜,讜
703,睟,牂,誅,妹,姝,睟
704,戰,戯,戲,戯,戰,戲
705,響,謍,饕,謦,響,讋
706,竫,竫,竫,眸,眸,唾
707,槿,瑾,墐,槿,瑾,幢
708,鎏,譱,鍳,皨,耋,耊
709,福,鞆,預,福,輻,祇
710,䬻,兢,蜣,鋎,鋎,兢
711,惮,褝,挿,稱,禅,稱
712,厶,衣,人,犬,ピ,厶
713,祁,祁,祁,邗,却,知
714,焫,禍,䵷,齲,蠲,蝸
715,飩,鋪,誧,餔,鯆,舖
716,翅,翃,詡,翊,銘,翎
717,險,瞼,猿,狻,唼,噞
718,找,扻,杴,坎,杴,扻
719,𥱋,絮,絮,蘗,䈎,篳
720,郵,鄆,鄞,鄢,郁,郛
721,搜,膄,溲,捜,搜,膄
722,肜,猴,冣,㝡,形,肜
723,佷,很,狠,很,很,狠
724,裙,捃,捃,鋙,裙,珸
725,薤,蒄,蒄,薏,惹,薏
726,院,脘,踪,晥,睆,垸
727,晡,晡,呻,晡,脯,啌
728,硏,研,姸,谺,訝,妍
729,陰,晙,踆,踆,踆,埈
730,孁,翣,霎,䯂,靃,囊
731,垜,拱,烘,栱,粠,垬
732,菓,糵,菓,葈,葵,薬
733,菏,芮,芮,菏,薊,薊
734,錦,諌,線,錦,銟,銕
735,珹,珹,域,珹,城,涖
736,畝,数,数,黻,敏,敏
737,敦,紋,鈸,敘,救,斁
738,鑪,驢,爐,罏,鱸,爐
739,蠻,蛮,蝥,螢,螫,蟹
740,炅,更,更,凩,奧,風
741,盲,宣,窅,背,肓,窅
742,恊,挧,椚,惻,挧,惻
743,礁,蟐,蟭,礁,樵,樵
744,狌,炷,拄,炷,炷,狌
745,刋,刋,划,列,刧,刹
746,訣,詇,践,殃,硤,賎
747,盧,處,虞,虜,濾,盧
748,筆,筆,鏱,葏,荑,荑
749,傖,偖,傖,僧,搶,𢭐
750,荣,羔,茱,茶,柴,茉
751,怳,況,況,况,怳,沅
752,偃,俿,傒,便,僎,偃
753,穗,穆,獰,稸,稸,穆
754,淐,淐,偪,壷,逞,恚
755,鳬,覓,遺,通,還,送
756,銫,蜊,絢,絢,鯯,鯏
757,躬,朗,朗,期,朗,朝
758,濬,遷,喬,矞,喬,澪
759,馳,駒,酗,鞄,酗,軸
760,隅,晭,啁,啁,晭,賙
761,竅,竅,審,寥,聚,竅
762,暸,暸,晻,吨,唵,崦
763,沆,竑,冼,洗,涔,涔
764,蟠,旙,播,璠,燔,璠
765,磈,恍,洸,洸,洸,浣
766,屮,中,屮,由,内,内
767,巵,左,立,左,立,亡
768,㕞,敲,粮,幽,啝,嗾
769,薢,蕨,蔵,蔵,蔴,薌
770,淋,淋,㟁,琳,琳,堺
771,揔,楤,愡,揔,愡,惚
772,錺,節,筅,筎,笳,筎
773,韔,鋹,𩸕,鋹,昻,鋹
774,饌,鎡,𩝐,説,説,詵
775,斛,斛,對,對,凱,封
776,𢛳,慈,悲,感,恚,恚
777,䋖,緙,鏵,鏵,韡,䋖
778,州,軹,釦,如,和,和
779,鷦,鷓,鵂,鶚,鵤,鷃
780,昕,阪,昄,昄,呕,昄
781,抽,抽,㹨,狛,迪,迪
782,壎,塡,塤,損,墳,塡
783,彽,忯,牴,彽,忯,抵
784,𨿸,雖,雜,雖,雑,雒
785,俎,詎,詛,詛,蛆,鉏
786,旹,沓,智,沓,旹,崔
787,貮,敵,敝,敞,敵,敞
788,釈,艱,駅,彫,馹,馿
789,鰧,謄,䐜,膽,膽,𪚲
790,拐,俔,惕,惕,傷,偏
791,玳,湫,取,涁,湫,漱
792,誚,綪,靕,綪,綪,媠
793,炫,沫,烋,床,法,佉
794,颿,囉,颿,瞩,罹,暻
795,秞,釉,紬,袖,柱,袖
796,性,沖,沽,泩,忡,沖
797,紺,蚶,鉗,緝,緝,甜
798,爹,奨,貿,奐,肴,爹
799,幃,降,暐,暐,烽,烽
800,騅,錐,雉,脽,雅,維
801,春,蟲,畾,品,品,寿
802,椙,福,椙,褊,糄,褊
803,瑞,揣,惴,湍,瑞,煓
804,嫮,橉,嶙,橉,憐,潾
805,慱,磚,傳,槫,磚,塼
806,勐,勦,勘,勠,勤,勧
807,デ,𠫓,示,永,氶,氶
808,鶿,鷺,鵟,鶩,鷺,鷽
809,䆿,羮,慶,廩,廈,廈
810,饍,姞,踣,誥,碚,賠
811,早,ヅ,グ,ガ,ガ,カ
812,跛,敲,跛,齩,厳,鞍
813,濕,㶚,澯,漾,濛,瀟
814,㵤,癭,漢,濩,瀁,澧
815,莎,落,薟,茯,茫,莎
816,興,藁,藁,糵,蘩,藥
817,裊,褜,褜,褧,襞,襲
818,薯,募,摹,蕚,蟇,𦳝
819,區,囶,囶,国,隍,囹
820,倎,淮,洎,洫,洫,淟
821,掠,掠,倞,愧,槞,琮
822,砭,虺,虺,齔,尫,尫
823,巨,匜,手,手,𦣝,臣
824,籤,麵,麴,麹,蟁,窺
825,聃,咭,咭,晧,咍,哈
826,趾,祉,瓧,社,玼,玼
827,恐,恐,冦,愆,忌,忍
828,熙,熈,訃,熙,煕,煕
829,鋳,畴,祷,踌,鋳,陦
830,埆,推,埆,堆,淮,准
831,狙,狙,狙,胕,阻,謚
832,嬉,躋,嬉,殯,嬙,嬙
833,勝,脧,腊,胳,賂,胎
834,淪,倫,淪,眉,倫,珺
835,汗,任,汙,仼,迕,疽
836,瀨,瀬,湘,漸,澵,瀬
837,柬,柬,奄,奇,貞,叀
838,栖,椏,梱,桺,榧,榧
839,碕,崎,蹐,崎,槣,槣
840,怕,沾,沾,佔,佔,沾
841,聾,霖,聻,聻,雩,霖
842,龐,童,童,童,言,冤
843,昆,毘,毘,氐,晁,児
844,話,銛,蛞,銛,竡,絽
845,禳,饟,鑲,濃,憹,瓖
846,灶,社,杜,社,赴,仕
847,絞,駮,骸,餃,蛟,骹
848,寫,寫,冩,癆,鳥,窩
849,鞭,嚬,畷,韈,韈,噸
850,嗑,嗌,瞳,瞳,噇,噫
851,鏤,鏝,嫚,嫚,謾,幔
852,葺,葺,葺,葷,葦,簟
853,験,騤,験,騤,騃,騃
854,裼,褐,褐,楬,羯,掲
855,狁,竹,鈗,竹,竹,犰
856,烜,桓,烜,短,迢,狸
857,焇,稍,浩,消,浩,消
858,弄,旲,旲,皂,界,弄
859,緯,嶧,禕,偉,禕,禕
860,罎,囑,矚,噓,罎,糧
861,雌,竝,鯰,鯰,雌,竝
862,舌,后,蛗,丗,ロ,ロ
863,失,朱,来,史,夫,失
864,冋,网,閃,冂,冃,問
865,暵,隩,暵,嘆,嘆,隩
866,瑜,墟,瑜,揄,楡,揄
867,糲,幗,幗,糯,籀,繻
868,淙,淦,滓,痒,倖,凃
869,膃,膣,膅,䐈,膅,昢
870,胵,評,胵,肝,壯,壯
871,桫,辮,緲,辮,辧,辮
872,歧,蛣,茲,蚑,枝,枝
873,淨,悍,桿,淨,掙,悸
874,苗,芝,芒,芝,竿,苫
875,軌,呱,䡄,柧,軏,軌
876,攞,攬,欏,懝,擬,擬
877,帛,昂,昂,乕,屆,屈
878,肤,肤,胅,胅,胅,砍
879,樕,撇,擻,櫢,僘,撇
880,杏,杏,百,笭,啓,啓
881,尽,汽,窊,気,意,笂
882,髮,簔,襃,襃,袤,裹
883,鈕,狃,鈕,狃,鈕,忸
884,稙,幮,塘,糖,樝,檣
885,磾,睾,睾,彈,磾,諢
886,忉,㓛,切,巧,忉,功
887,笄,戸,笄,蓓,芹,芹
888,嬌,鳩,綯,鑰,搗,鑷
889,箔,竿,笛,箔,箝,笮
890,な,3,斗,d,3,K
891,菪,苹,荢,荐,蒋,蒋
892,果,果,牛,牛,柒,乎
893,囁,陽,陽,禛,禛,嚊
894,滙,薀,奩,茎,薀,奩
895,肪,紡,妨,誌,訪,劯
896,撒,撤,傲,徹,徼,傲
897,璵,糅,喉,喫,睺,喫
898,餒,餧,靚,鯁,餛,鯁
899,焚,苴,梵,梵,宜,焚
900,僞,偈,煽,傓,僞,潚
901,蛻,梲,蛻,蜺,怨,梪
902,ヨ,貝,兵,フ,呉,ウ
903,白,白,臼,𦥑,血,口
904,彿,拂,怫,排,悱,佛
905,手,仐,字,芋,芊,芋
906,苒,苛,茁,范,芣,芣
907,錠,銈,𦩘,錠,靛,旌
908,薺,箐,薄,蘚,膏,蕚
909,咽,晒,晒,咽,唖,咿
910,絎,枡,衯,妍,衯,枡
911,諾,諧,譜,誨,碪,譖
912,巣,粛,巣,馽,粛,馽
913,澀,遜,墅,遯,僊,邐
914,燬,礥,碯,礥,滇,碯
915,縧,鏃,縧,橅,縧,櫲
916,軽,橆,覡,転,悪,惡
917,鬼,岌,吏,岌,束,束
918,劍,劒,剗,劍,剗,剔
919,恢,痎,夜,痃,㽲,㽲
920,粢,粢,葉,梥,素,棐
921,択,沢,拒,枢,択,沢
922,湉,洊,肜,協,侃,泄
923,煞,熊,兼,熬,煞,熬
924,噐,悪,寤,斄,噐,悪
925,拼,垪,栟,硑,倂,𥞩
926,岻,祗,祗,岻,坵,坻
927,席,瘖,宦,瘖,官,宮
928,禦,䅈,䅈,罃,紮,縈
929,褻,姦,裵,褻,藪,馥
930,鯖,鯖,蜟,銷,錆,錥
931,蠑,嶸,蠑,禖,禖,禖
932,裴,巽,裴,裴,義,斐
933,醫,霏,霏,羆,龠,覇
934,匯,嬥,踵,蹭,帽,躍
935,船,触,鮎,舶,触,鮊
936,老,為,易,舄,咢,巻
937,土,疌,筮,エ,赱,辷
938,黿,竈,鼃,龜,麤,譶
939,徙,洼,徏,蛯,蛯,迂
940,柯,粐,粐,粨,軻,軻
941,暝,暝,啖,啖,咦,暉
942,戴,黻,敷,黻,數,數
943,昳,呿,呿,呫,咕,呫
944,圕,圖,画,圖,圄,園
945,嚆,嚥,臁,棘,隴,棘
946,叉,反,及,爻,乂,父
947,楷,揩,嵇,階,喈,喈
948,鋒,綠,録,錄,絳,綠
949,考,考,者,者,宥,弇
950,釭,鈺,鉦,紅,舡,釭
951,姤,妮,輒,枛,柧,拯
952,邯,邯,邯,浙,淅,淅
953,奸,扛,奸,抂,仼,抂
954,訐,訐,証,玕,吁,肧
955,叺,戝,叺,旼,叶,戝
956,遁,蝑,蟦,鏆,鏆,殞
957,硲,裕,硲,挌,格,袼
958,宕,暎,瑛,瑛,宕,宕
959,饕,饗,餮,礬,餮,饜
960,疎,蝀,銉,肄,蛼,鍊
961,䑺,翫,蘤,覦,飆,顙
962,佯,怍,炸,作,柞,炸
963,倪,侭,泥,倪,怩,倪
964,𨩱,箛,箛,箛,笵,窊
965,狺,狷,猖,捐,焆,捐
966,廝,賡,廢,廢,廐,廡
967,洛,治,洽,冶,冾,恪
968,酲,酲,郾,郾,翌,翮
969,斵,斲,笏,衝,衞,衡
970,戡,戣,戩,戢,戡,戢
971,喧,喧,瑄,暄,暄,瑄
972,韘,釥,鈔,絲,鉡,鈔
973,櫪,孵,椪,繦,褫,壢
974,尻,浘,尻,㞍,尻,屏
975,謖,諟,昊,諟,謖,諟
976,菶,菜,菜,菉,蔣,蓄
977,誐,峨,硪,硪,餓,娥
978,茛,菝,葭,蓯,蓯,蓉
979,饉,庇,旄,旌,施,旆
980,侑,怐,均,恂,枸,玽
981,櫁,槯,摧,漼,槯,摧
982,睛,睛,睛,晴,請,請
983,柾,杷,杷,汜,把,把
984,萸,茰,黄,菰,黄,炗
985,吼,暀,眦,哦,眦,吼
986,核,核,峽,峡,峽,峡
987,憶,𢢫,簋,箼,簋,鏡
988,錞,蟀,蜂,綧,焞,縛
989,椶,稷,禝,稷,穣,輹
990,弧,軋,犹,糺,朴,乩
991,份,忖,忖,付,忖,舛
992,弐,裁,裁,戟,裁,弐
993,原,凮,凬,凮,廆,原
994,窶,寳,賓,竃,䆴,䆴
995,胙,胙,阼,阼,咋,昨
996,蘞,藪,薮,萩,蔌,蔌
997,躻,躻,訂,訂,訌,訂
998,余,宗,佘,宗,彖,怠
999,妥,旻,妛,妟,妄,旻
