label,c0,c1,c2,c3,c4,c5
688,凧,凮,凮,凬,凮,尽
689,託,詫,竓,竓,粍,眊
690,璫,瑝,礑,檔,襠,擋
691,酹,訂,訝,酊,酊,訝
692,疁,膠,疁,嘐,璆,嘐
693,槭,楲,槭,樲,楲,槭
694,煢,㷀,卂,丮,丮,卂
695,咍,咍,哈,哈,玷,呫
696,帷,碓,帷,碓,稚,推
697,遅,遅,淈,潟,渥,濮
698,昉,肪,防,功,坊,昉
699,毒,莓,莓,毋,母,丹
700,押,押,沖,沖,袢,拌
701,顥,顬,顯,頴,顴,顥
702,蒐,蒐,兔,免,兔,免
703,拐,枴,枴,撈,撈,楞
704,燉,鐓,嫩,僘,儆,徹
705,吽,呼,吽,呼,甠,呼
706,縱,耬,寝,祲,縗,簶
707,為,舄,曷,曻,舄,昻
708,礴,鼹,𨯯,韆,礴,鼷
709,鍚,餲,餳,鷓,鵡,鶊
710,盲,甯,青,青,青,骨
711,溫,週,遇,遇,週,過
712,席,庠,庫,康,摩,藦
713,躮,財,射,豺,財,射
714,金,企,金,仚,企,金
715,棋,祺,騏,琪,祺,騏
716,泱,玦,决,決,泆,浹
717,饟,踝,鑲,鍑,鍥,鑲
718,瀲,瀲,墩,激,潡,澂
719,窖,盲,鋆,鋆,富,當
720,皠,墔,摧,槯,漼,皠
721,鮴,綝,棥,楙,綝,鮴
722,璿,埽,塉,増,增,壻
723,兀,亢,兀,亢,北,北
724,袷,抬,袷,抬,治,淦
725,刃,刄,万,刀,刃,刄
726,虓,誡,虢,虢,號,鐻
727,雜,難,雞,雞,雞,離
728,薏,意,慂,薏,蕙,懣
729,往,在,柱,牲,狌,柱
730,崛,嶇,嵋,嗢,嵶,嶇
731,樫,煙,慳,慳,恇,慳
732,眼,眼,呎,賑,限,呎
733,隊,隊,涿,啄,琢,塚
734,彿,沸,佛,彿,怫,沸
735,嶧,皹,皹,峰,嶂,曄
736,途,道,道,逆,道,逆
737,虯,知,虯,釦,釦,即
738,蜱,揜,碑,稗,裨,俾
739,趁,趄,﨣,赳,起,趁
740,墐,境,塩,墻,壒,塢
741,蒂,帚,蔕,箒,菷,蔕
742,廓,廟,廳,靡,廊,廂
743,則,悧,俐,剤,俐,剤
744,悔,侮,悔,侮,悔,侮
745,璩,璁,璁,漶,𡋤,璩
746,螬,螬,嫮,箑,箑,媢
747,蜾,髁,躶,餜,踝,躶
748,斟,引,斛,蔛,蔛,斟
749,貊,舳,韴,馳,駞,韴
750,蹤,謖,謾,謖,謾,謖
751,翮,驛,駰,駰,騶,騷
752,少,歹,歺,少,歺,夕
753,涴,沅,溌,沅,溌,流
754,翰,輪,輸,崘,綸,翰
755,処,錵,𩸽,誮,錵,靴
756,睿,客,害,塞,窰,窰
757,羡,謨,謨,膜,膜,摸
758,昨,阼,咋,昨,阼,咋
759,猫,描,猶,猫,描,㺃
760,䈇,羣,翠,䈇,筆,肇
761,窠,槖,糵,典,興,興
762,徑,径,径,徑,梐,梐
763,膤,膲,譎,膲,膽,膾
764,V,0,3,5,6,8
765,釟,鈗,凱,鋲,䡄,瓿
766,麬,皸,皺,麬,皴,皶
767,朴,仆,扑,朴,仆,扑
768,咎,各,咎,咎,吞,呑
769,翩,翺,翲,翻,翲,翲
770,泓,謚,饁,鎰,鎰,鎡
771,巳,巴,己,已,巳,巴
772,唖,啞,唖,啞,昞,晒
773,捏,捶,狸,裡,娌,悝
774,翁,翁,勲,鼽,黙,熟
775,釘,虻,灯,奵,灯,奵
776,蛙,烓,娃,烓,娃,烓
777,磋,磋,嵯,嗟,嵯,瑳
778,勣,勤,勤,劻,動,勛
779,梦,彡,穸,夛,彡,冭
780,䌂,䌂,繩,繝,綱,網
781,鈐,黔,矜,訡,鈐,黔
782,湣,滔,洦,沍,泪,洦
783,峒,粡,輞,輞,輞,鋼
784,籗,翟,雹,雹,翟,雹
785,啣,咖,喞,啣,咖,喞
786,蝉,捍,桿,揷,挿,揷
787,紱,鈸,敄,祓,紱,跋
788,釐,置,廛,匵,蘆,匱
789,蛄,詁,鈷,祜,粘,詁
790,挨,揆,䙁,挨,接,揆
791,祢,称,袮,弥,杵,珎
792,蓬,蓮,蓮,蓬,蓮,窪
793,炷,姓,炷,竝,﨡,蚝
794,暎,暵,瞚,嘆,咦,嗅
795,淞,漸,澵,淅,漸,澵
796,硝,硝,𠏹,個,僩,僴
797,榮,漐,茱,荣,漿,茱
798,詼,弞,詼,軟,歆,欽
799,鱜,聊,躑,鱜,躑,聊
800,嶢,喨,暁,喨,暁,哢
801,呢,昵,眤,眤,配,妮
802,廷,廷,飥,荘,茫,莚
803,矻,忔,仡,佗,忔,仡
804,簫,簫,肅,肅,蕭,蕭
805,賊,鉞,滅,誠,賊,鉞
806,劣,雰,劣,棼,雰,髣
807,紾,胗,診,跈,軫,珍
808,們,們,燜,椚,捫,椚
809,灬,爫,癶,一,从,爫
810,布,厷,古,右,名,右
811,寬,筧,覓,覧,寛,寬
812,砡,砡,玨,珏,砡,矴
813,唆,竣,踆,峻,晙,畯
814,併,倂,徘,排,俳,俳
815,廡,蕨,廝,廝,厮,簾
816,糟,精,精,糈,糟,精
817,鍋,鏑,鏑,韛,蹢,謫
818,佘,余,宗,佘,余,宗
819,奏,桼,餈,囊,嚢,囊
820,蒭,芻,罸,罸,罰,爵
821,皃,鬼,皃,鬼,兜,兇
822,畔,畔,岼,崢,岬,岼
823,旨,旨,官,壴,官,宦
824,だ,弋,た,だ,弋,た
825,岺,岺,塔,﨏,塔,﨏
826,磦,礦,礙,碾,磲,磲
827,挲,撃,擊,擘,攀,挐
828,貍,鯉,鰘,鯉,莊,莊
829,晫,綽,綽,婥,焯,竨
830,園,囹,圉,囿,圃,圍
831,佖,仿,枋,枋,忇,仂
832,您,悠,您,恐,忍,怒
833,罌,罌,啠,昏,啠,暫
834,紓,抒,抔,杆,杍,扞
835,路,殕,殕,䟽,蹐,䠖
836,豅,嚨,隴,躘,隴,曨
837,沙,渉,沙,涉,渉,渉
838,染,桀,梁,槃,槩,粱
839,釋,繹,繹,釋,瑋,煒
840,鯤,鯤,醍,齷,醍,醒
841,敏,敏,畝,敏,敬,敏
842,巻,卷,劵,眷,券,劵
843,㟨,嵊,嵊,嵊,嵰,崐
844,同,周,囘,罔,冋,冏
845,捐,猖,狷,猖,狷,捐
846,焈,燙,熨,燓,爕,燹
847,棙,棙,綆,綆,粳,楩
848,捎,稍,稍,俏,佸,柄
849,虺,虺,此,此,豗,豗
850,婁,婆,婺,荽,萎,姿
851,滉,涀,混,現,琨,滉
852,矪,鈳,錡,錡,碕,綺
853,厄,卮,厄,局,苨,庖
854,芲,芲,芬,芬,苔,荅
855,𤩍,駛,蛟,殺,殺,駁
856,慊,傔,慊,傔,慊,濃
857,刓,刖,別,䚯,剝,剥
858,霪,霪,嶐,霳,窿,㝫
859,玨,珏,旺,吐,畦,眭
860,蓙,箼,箼,歷,暦,曆
861,觶,鱏,鱓,觶,驒,驛
862,痴,痏,痀,痀,疿,病
863,霔,惶,徨,惶,瑝,徨
864,鴪,鴗,鴪,隝,隠,鳩
865,郄,鄒,鄧,鄹,酆,鄒
866,釁,鷖,鷟,釁,鷟,鷟
867,毱,琶,卺,髱,毬,毯
868,再,苒,苒,冉,苒,歬
869,穐,掩,淹,俺,掩,淹
870,梴,挺,挻,梃,挻,梴
871,靠,霏,暃,罪,邪,邡
872,夌,安,夋,夌,炙,麦
873,簽,籔,蓺,蔌,薟,薮
874,鶵,鶍,鶡,鶬,鶡,鷭
875,袗,袗,樛,穇,襂,樛
876,騁,碧,碧,騁,鍔,諤
877,6,@,B,G,J,O
878,撮,裰,褥,槻,櫑,褓
879,斥,坪,汙,圷,坏,汗
880,報,賴,轅,賴,輹,轘
881,飩,飩,鈊,偽,醃,髓
882,端,踹,踹,踹,揣,猯
883,呪,呪,𥆩,硯,硯,睍
884,製,褜,褧,褧,襞,襲
885,瘴,癉,瘴,癉,瘨,癕
886,燋,燥,燥,燥,燦,煉
887,ㇹ,ㇿ,m,o,q,u
888,絃,鉉,祛,鉉,絋,鉱
889,虷,卧,竏,艸,野,皯
890,帒,岱,帒,帒,垈,垈
891,町,呕,咺,晅,吧,呕
892,鶸,諞,聯,聯,諞,臑
893,溶,溶,穃,穃,鎔,鎔
894,愽,搏,摶,溥,傳,博
895,頻,頻,頻,頻,頻,頞
896,𨨩,花,詑,蛇,鉈,紽
897,釛,劤,助,幼,助,劯
898,冾,沿,洽,浛,治,洽
899,噫,噬,嚆,嚏,嚔,嘴
900,撕,澌,澌,洞,湎,泥
901,猾,猬,㺔,猛,㺔,猛
902,黑,黒,黑,黒,焄,焄
903,鮻,鮧,鮧,緂,緂,𥿔
904,益,盎,葢,盎,葢,益
905,㕣,仍,价,汾,㕣,价
906,厠,厠,廊,廊,廊,庇
907,考,看,着,者,看,着
908,謗,牓,膀,牓,膀,謗
909,𦥯,冖,宀,艹,宀,艹
910,卓,車,卓,聿,車,草
911,脘,晄,睆,晄,吭,眈
912,靪,飣,耵,靪,対,封
913,蕊,爇,爇,鰲,蓀,蒸
914,゜,ィ,゜,m,r,t
915,殆,始,姶,蛤,始,姶
916,屼,岏,眦,屼,岏,眦
917,籩,這,遉,遉,遃,逶
918,祈,斫,訢,釿,祈,斫
919,箆,筤,艮,箟,篦,箟
920,呻,啤,啐,晬,眸,咩
921,貲,貿,賀,賀,蕡,贄
922,銭,践,践,䬻,賎,䬻
923,澗,濶,澖,濶,滌,渢
924,凸,画,卣,卣,幽,歯
925,邾,郫,郭,邾,郫,郭
926,卩,爿,㐆,爿,阝,飠
927,絲,読,皝,続,読,皝
928,褊,褊,偪,偪,偪,椙
929,弶,弝,彇,彅,彅,強
930,琥,璡,琱,琱,瑀,瑀
931,粫,縟,緦,緦,糯,禧
932,魅,鬽,魅,麨,甦,麨
933,谺,捬,椨,瘀,腑,㯍
934,瓔,凌,湲,瑗,壊,壤
935,オ,抃,汴,汴,体,沐
936,拭,栻,試,軾,鉽,弑
937,黛,鱟,熏,薰,薰,鱉
938,6,ッ,ヮ,ㇰ,ㇱ,ㇷ
939,乙,乙,匕,乚,乚,匕
940,𢭏,恃,持,侍,持,持
941,提,提,搓,搓,槎,槎
942,巨,目,百,豆,臣,旦
943,玹,魃,汯,法,泫,浤
944,曰,白,臼,曰,白,臼
945,劜,礼,乩,乱,劜,乩
946,館,絈,釉,鉑,粕,絈
947,ぇ,ぉ,っ,ゕ,ぉ,っ
948,撒,撤,撤,撇,擻,撒
949,爍,惵,皪,皪,鑠,搩
950,媺,像,微,徴,徵,豫
951,斵,齗,斲,斵,齗,斲
952,籏,簱,筬,宬,宬,筬
953,煮,熹,煮,煮,烝,焄
954,梚,梚,桷,桷,桶,枘
955,棠,沗,乘,𣳾,乗,乗
956,迤,迩,迤,迩,迮,迦
957,嫦,嫦,嫦,蝪,搗,掃
958,届,麛,屑,層,暦,屠
959,閫,闋,聞,闍,闓,閩
960,慟,慟,鋤,蜐,働,俲
961,渗,墋,滲,滲,滲,嘇
962,述,遧,逮,違,逮,遠
963,迺,旭,遄,遄,適,迴
964,龍,蘢,寵,籠,蘢,龍
965,腫,饉,謹,饉,饉,謹
966,蓯,蓰,簁,蓯,蓰,簁
967,挂,袿,隹,隹,倥,佳
968,閉,閊,閒,閘,閦,悶
969,蛽,螾,蟆,蟦,蠖,𧐐
970,瑠,璢,瓘,灌,瑠,瑾
971,間,閎,閩,鬧,閊,閏
972,紳,种,狆,种,帥,𢎭
973,礜,嚳,訔,喜,晷,畧
974,吟,時,峙,畤,峙,畤
975,庾,廆,鹿,度,廆,廆
976,薢,醇,鰓,鰓,鰓,躵
977,榿,鎧,皚,磑,鎧,皚
978,閴,問,闍,闓,聞,藺
979,鐴,鐴,緲,緲,獬,辧
980,蜺,鯢,蛻,蜺,娧,蛻
981,叺,吹,吹,叺,㽗,叭
982,淫,洼,洼,涅,涇,漥
983,壹,壺,壼,査,韲,壹
984,舲,岭,聆,蛉,鈴,姈
985,繿,繼,纒,躔,繼,纏
986,疢,疣,疥,疾,痎,疚
987,僻,溿,溿,澼,澼,辨
988,鍼,鯎,鰔,鹹,諴,醎
989,杤,扨,朷,杤,初,扨
990,赬,赬,媜,幀,碵,銕
991,冱,冱,亜,亜,亞,覗
992,兜,兠,売,完,灮,秀
993,尻,㞍,灰,皮,仄,仄
994,衍,祈,析,祈,拆,柝
995,呦,唎,吻,吻,唎,唎
996,涵,涸,凅,湄,涵,滙
997,浦,埔,浦,消,埔,浦
998,雷,雷,罍,畐,皇,皇
999,圸,垝,垉,垉,垉,池
